PROJECT_TYPE,APN,NAMEADDR,Alias,BESTSTAT,BESTDATE,Entitlement,PLN_CASENO,BP_APPLNO,PROPUSE,PLN_DESC,BP_DESC,UNITS,NET_UNITS,AFF_UNITS,NET_AFF_UNITS,TOTAL_GSF,NET_GSF,CIE,NET_CIE,MED,NET_MED,MIPS,NET_MIPS,PDR,NET_PDR,RET,NET_RET,VISIT,NET_VISIT,FILEDATE,PLANNER,APPLICANT,CONTACT,CONTACTPH,SOURCE,Supe_District,PLAN_AREA,PLAN_DISTRICT,NEIGHBORHOOD,ZONING_SIM,ZONING_DISTRICT,HEIGHT_DISTRICT,Location
Resident,APN 3995022,595 MARIPOSA ST,,PL FILED,2015-05-27T00:00:00,0,2014.1579,,,"The proposed project is to build upon an existing surface parking lot and construct a 5-story residential building containing 20 residential units with a combination of private and common open space. Then net new construction would be 16,757 square feet.",,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-10-14T00:00:00,,,,,CASE TRACKING,D10,Central Waterfront (EN),South of Market,Potrero Hill,UMU,URBAN MIXED USE,58-X,"{'latitude': '37.7641408307', 'longitude': '-122.389528401', 'needs_recoding': False}"
Resident,APN 3546026,449 14th street,,BP FILED,2014-03-17T00:00:00,0,,201403170944,MISC GROUP RESIDNS.,,CHANGE OF USE FROM ASSEMBLY TO GROUP HOUSING. INSTALL INTERIOR PARTITIONS TO CREATE 10 NEW BEDROOMS,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D8,Mission (EN),Mission,Mission,RTO-M,RESIDENTIAL TRANSIT ORIENTED- MISSION,45-X,"{'latitude': '37.7678088013', 'longitude': '-122.423253642', 'needs_recoding': False}"
Resident,APN 4591C165,89 KIRKWOOD AV,,BP FILED,2014-12-11T00:00:00,0,,201412113580,APARTMENTS,,Multiple Permits,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D10,Hunters Point Shipyard,South Bayshore,Bayview,HP-RA,SEE HUNTERS POINT REDEVELOPMENT PLAN,HP-RA,"{'latitude': '37.7271386358', 'longitude': '-122.370962734', 'needs_recoding': False}"
Mixres,APN 3995007,600 18TH STREET,,PL FILED,2014-09-30T00:00:00,0,2014.0168,,,"The proposed project involves the demolition of the existing buildings and construction of a new six-story, 68-foot-tall (84-foot-tall with mechanical penthouse), 20,540-square-foot building consisting of 18 dwelling units, 3,064 square feet of ground-fl",,18,18,0,0,3065,935,0,0,0,0,0,0,0,0,3065,935,0,0,2014-09-30T00:00:00,KDURANDE,Michael Leavitt,Michael Leavitt,415-674-9100,CASE TRACKING,D10,Central Waterfront (EN),South of Market,Potrero Hill,UMU,URBAN MIXED USE,68-X,"{'latitude': '37.7631881033', 'longitude': '-122.389089179', 'needs_recoding': False}"
Mixres,APN 0101004,1741 POWELL ST,,BP ISSUED,2015-02-24T00:00:00,-1,2007.1117,200908124639,THEATER,"The project would renovate a gutted theater into 3,500 square feet of commercial space and 17 residential condominiums with 20 parking spaces.",PER SF PLANNING MOTION 17797 PERMITTING THE CONVERSION OF EXISTING THEATER TO MIX USE BUILDING WITH,19,18,15,15,3525,-11795,0,0,0,0,0,0,0,0,3525,-11795,0,0,2008-12-15T00:00:00,TFRYE,,,,PERMIT TRACKING,D3,,Northeast,Russian Hill,NCD,NORTH BEACH NEIGHBORHOOD COMMERCIAL,40-X,"{'latitude': '37.8006826245', 'longitude': '-122.411287504', 'needs_recoding': False}"
Resident,APN 0306020,555 POST ST,,BP ISSUED,2015-07-24T00:00:00,-1,,201504224344,TOURIST HOTEL/MOTEL,,"FLRS:  4-7; THE PROJECT SCOPE OF WORK CONSIST OF CONVERTING (E) SUITES INTO SEPARATE GUESTROOMS,INTE",81,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D3,Downtown,Downtown,Downtown/Civic Center,C-3-G,DOWNTOWN- GENERAL,80-130-F,"{'latitude': '37.787682827', 'longitude': '-122.410943214', 'needs_recoding': False}"
Mixres,APN 5470002,6424 3rd Street / 1088 Key Avenue,,PL FILED,2015-04-01T00:00:00,0,2014.1058,,,"Demolish 1.5 story commercial structure, currently used as a funeral home, and construct four-story building with 17 residential units over 2,121 sf retail and 17 parking spaces on ground floor.",,17,17,0,0,2121,-1479,0,0,0,0,0,0,0,0,2121,-1479,0,0,2014-07-03T00:00:00,SMENDRIN,Victor Quan,Victor Quan,531-8311,CASE TRACKING,D10,Bayview Hunters Point,South Bayshore,Bayview,NC-3,"NEIGHBORHOOD COMMERCIAL, MODERATE SCALE",40-X,"{'latitude': '37.7198496609', 'longitude': '-122.397167688', 'needs_recoding': False}"
Mixres,APN 0041001,2293 POWELL ST,311 BAY ST,PL FILED,2014-06-16T00:00:00,0,2013.0341,,,The proposed project would remove an existing vacant structure previously containing ground floor restaurant and second floor office and merge 2 lots into single parcel.  The project would construct a new 4-story over basement concrete structure with bel,,17,17,0,0,4886,-1989,0,0,0,0,0,0,0,0,4886,-1989,0,0,2014-06-16T00:00:00,NFOSTER,Ian Birchall,Ian Birchall,512-9660,CASE TRACKING,D3,,Northeast,North Beach,C-2,COMMUNITY BUSINESS,40-X,"{'latitude': '37.8056172019', 'longitude': '-122.412199789', 'needs_recoding': False}"
Resident,APN 4008002,540 DE HARO ST,,PL FILED,2014-07-03T00:00:00,0,2014.0599,,,"The proposed project would demolish an existing two-story (7,147 sq.ft.) industrial building and construct a four-story, 40 feet tall residential building.  The existing building on the 10,000 sq.ft. lot was constructed in 1975.  The proposed new buildin",,17,17,0,0,0,-7147,0,0,0,0,0,0,0,-7147,0,0,0,0,2014-07-03T00:00:00,KDURANDE,Aaron Schlechter,Aaron Schlechter,988-1080,CASE TRACKING,D10,Showplace Square/Potrero Hill (EN),South of Market,Potrero Hill,UMU,URBAN MIXED USE,40-X,"{'latitude': '37.7629070761', 'longitude': '-122.401732116', 'needs_recoding': False}"
Resident,APN 3576090,3420 18TH ST,,CONSTRUCTION,2015-07-30T00:00:00,-1,2012.1572,201311041054,,The proposed project would demolish existing one-story commercial building and construct new five-floor building containing 16 residential units on four floors over ground floor garage containing 8 off-street parking spaces.,ERECT NEW 16-UNIT 5-STORY RESIDENTIAL BLDG,16,16,0,0,0,-4500,0,0,0,0,0,0,0,-4500,0,0,0,0,2013-03-25T00:00:00,BBENDIX,David Sternberg,David Sternberg,882-9783 x11,CASE TRACKING,D9,Mission (EN),Mission,Mission,NCT,MISSION STREET NEIGHBORHOOD COMMERCIAL TRANSIT,55-X,"{'latitude': '37.7620042484', 'longitude': '-122.419986074', 'needs_recoding': False}"
Mixres,APN 0331010,168 EDDY ST,,PL APPROVED,2009-03-26T00:00:00,-1,2007.1342,,,"100% Affordable housing, approx 170-u over 15,000 retail. TNDC.",,170,170,170,170,15000,15000,0,0,0,0,0,0,0,0,15000,15000,0,0,2008-07-30T00:00:00,KGUY,Nick Griffin,Nick Griffin,415.776.2151,CASE TRACKING,D6,,Downtown,Downtown/Civic Center,RC-4,"RESIDENTIAL- COMMERCIAL, HIGH DENSITY",80-T-130-T,"{'latitude': '37.7844526102', 'longitude': '-122.410654754', 'needs_recoding': False}"
Mixres,APN 0201012,8 Washington Street,,PL APPROVED,2012-08-30T00:00:00,-1,2007.003,201203276954,,The proposed project would include the temporary removal of the existing Golden Gateway Tennis and Swim Club facility and the new construction of two mixed use buildings and outdoor health club facilities. The new buildings would include 170 residential,,170,170,0,0,32100,32100,0,0,0,0,1500,1500,0,0,30600,30600,0,0,2007-12-04T00:00:00,NTURRELL,Hamilton,Hamilton,650 373-1,manual,D3,Northeast Waterfront; Northeast Embarcadero Study,Northeast,Financial District,RC-4,"RESIDENTIAL- COMMERCIAL, HIGH DENSITY",84-E,"{'latitude': '37.7969137273', 'longitude': '-122.396650676', 'needs_recoding': False}"
Resident,APN 3507042,1420 MISSION ST,,CONSTRUCTION,2015-03-03T00:00:00,-1,2011.1043,201212216752,APARTMENTS,"New high rise residential building with approximately 190 dwelling units and a podium courtyard, parking, retail, residential entrance and utility spaces will be located on the ground floor.","ERECT 15-STORY, 190 DWELLING UNITS, TYPE 1, NEW BUILDING.",167,167,167,167,0,12250,0,0,0,0,0,0,0,0,0,12250,0,0,,DLEWIS,,,,PERMIT TRACKING,D6,Downtown,Downtown,South of Market,C-3-G,DOWNTOWN- GENERAL,150-S,"{'latitude': '37.7752826673', 'longitude': '-122.41649002', 'needs_recoding': False}"
Mixres,APN 3702047,1125 MARKET ST,,PL FILED,2013-12-18T00:00:00,0,2013.0511,,,"Construction of a 12-story,100,422 sf bldg containing 164 dwelling units, 3,005 sf of ground-floor retail, and 47 parking spaces.",,164,164,0,0,3005,3005,0,0,0,0,0,0,0,0,3005,3005,0,0,2013-12-18T00:00:00,TBLOMGRE,Maritz Pr,Patri Mer,415.284.1,CASE TRACKING,D6,Downtown,Downtown,South of Market,C-3-G,DOWNTOWN- GENERAL,120-X,"{'latitude': '37.7797562718', 'longitude': '-122.412736198', 'needs_recoding': False}"
Mixres,APN 0811002,101 POLK ST,,CONSTRUCTION,2015-07-31T00:00:00,-1,2011.0702,201307051190,,"The proposed project is the construction of a 14 story, 163 unit residential building with 52 subgrade parking spaces on an existing surface parking lot.","ERECT 13 STORIES, 162 DWELLING UNITS, WITH PARKING AND OFFICE BUILDING.",162,162,19,19,523,523,0,0,0,0,0,0,0,0,523,523,0,0,2012-04-13T00:00:00,ACONTRER,"Emerald Fund, Inc.",Marc Babsin,415-489-1313,CASE TRACKING,D6,Civic Center; Downtown,Downtown,Downtown/Civic Center,C-3-G,DOWNTOWN- GENERAL,120-X,"{'latitude': '37.7777407353', 'longitude': '-122.418318405', 'needs_recoding': False}"
Mixres,APN 6571001,1515 SOUTH VAN NESS AVENUE,,PL FILED,2015-01-28T00:00:00,0,2014.102,,,"Demolition of existing commercial building and construction of a 160 unit rental apartment home community with 1,440 sf retail within a building measuring 65' along S. Van Ness and stepping down to 55' along Shotwell Street.  Lennar intends to accommodat",,160,160,20,20,1024,-30656,0,0,0,0,0,-31680,0,0,1024,1024,0,0,2014-12-03T00:00:00,DVU,,,,CASE TRACKING,D9,Mission (EN),Mission,Mission,NCT,MISSION STREET NEIGHBORHOOD COMMERCIAL TRANSIT,55-X,"{'latitude': '37.7490274546', 'longitude': '-122.414995086', 'needs_recoding': False}"
Mixres,APN 0244001,950 MASON STREET,,PL FILED,2009-02-11T00:00:00,0,2008.0081,,,"Fairmont Hotel tower/base demo and rebuild to similar bldg envelope, with additional mid-rise, resulting in 160,000-gsf net new, +160 condominiums, -200 hotel rooms, total 965,000-gsf.",,160,160,0,0,310000,-295000,0,0,0,0,0,0,0,0,55000,5000,255000,-300000,2009-02-11T00:00:00,TFRYE,Heather Turner,Lucian Robert Blazej,415 695-1111,CASE TRACKING,D3,,Northeast,Nob Hill,RM-4,"RESIDENTIAL- MIXED, HIGH DENSITY",300-E-2,"{'latitude': '37.7924253522', 'longitude': '-122.410092549', 'needs_recoding': False}"
Mixres,APN 1052024,2655 BUSH ST,,CONSTRUCTION,2015-07-24T00:00:00,-1,2005.1106,201211093966,,"Demolition of existing convalescent care facility and construction of 84 residential dwelling units and 4,500 sq. ft. of retail. Building would be 40' and 65' in height and would total 168,900 sq. ft. with 126 parking spaces.",ERECT 5-STORY TYPE V RESIDENTIAL & RETAIL BUILDING. GS,81,81,0,0,4500,-40617,0,0,0,-45117,0,0,0,0,4500,4500,0,0,2008-04-29T00:00:00,JBATTIS,Ernest McNabb,Warner Schmalz,252-7063,CASE TRACKING,D2,,Western Addition,Western Addition,NC-3,"NEIGHBORHOOD COMMERCIAL, MODERATE SCALE",40-X,"{'latitude': '37.7858213815', 'longitude': '-122.440769978', 'needs_recoding': False}"
Mixres,APN 0283004A,620 SUTTER ST,,BP FILED,2013-01-23T00:00:00,0,2005.0674,201301238536,,"The project is the alteration of and new addition to the Sheehan Hotel through change of use of the hotel for residential flats and ground floor retail, and a rear addition of a new 12-story building, replacing an existing 2 to 4 story structure.  The to",TO DUCUMENT CHANGE OF USE FROM HOTEL TO GROUP HOUSING.,78,78,0,0,55735,-46435,0,0,0,0,0,0,0,0,4650,4650,51085,-51085,2005-07-14T00:00:00,RCOOPER,Joel Yodowitz,Joel Yodowitz,415 567-9000,CASE TRACKING,D3,Downtown,Downtown,Downtown/Civic Center,C-3-G,DOWNTOWN- GENERAL,80-130-F,"{'latitude': '37.7892408627', 'longitude': '-122.410730295', 'needs_recoding': False}"
Mixres,APN 5943008,268 MADISON ST,,CONSTRUCTION,2014-01-08T00:00:00,-1,2008.1382,200711077587,1 FAMILY DWELLING,"The proposal is to demolish a single-family residence, constructed in 1906, split the lot into two lots @3,000 square feet each, and construct a single-family dwelling on each newly created lot.   This DR is for the new construction of the southern build",CONSTRUCT 3 STORY SINGLE FAMILY DWELLING,80,77,10,10,30000,25000,0,0,0,0,0,0,0,0,30000,25000,0,0,2009-02-03T00:00:00,MSMITH,,,,PERMIT TRACKING,D9,,South Central,Excelsior,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,"{'latitude': '37.7257224458', 'longitude': '-122.422803574', 'needs_recoding': False}"
Resident,APN 3973002C,480 POTRERO AV,,CONSTRUCTION,2015-07-29T00:00:00,-1,2011.043,201306250465,CONVALESCENT HOME,"To construct a 6-story building over underground parking at 480 Potrero Avenue between Mariposa & 17th Street.  The new building will have 84 residential units, totaling approx. 85,490 sq. ft. including studio, one bedroom, two bedroom, and three bedroom","ERECT 6-STORY, 77 APTS, 1 BASEMENT, MIXED USE COMMERCIAL & PARKING BUILDING.",77,77,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-10-04T00:00:00,DHELMUTH,480 Potre,480 Potre,415.434.9,CASE TRACKING,D10,Mission (EN),Mission,Mission,UMU,URBAN MIXED USE,58-X,"{'latitude': '37.7634776606', 'longitude': '-122.407671364', 'needs_recoding': False}"
Resident,APN 0629037,2101 & 2155 WEBSTER STREET,,CONSTRUCTION,2015-07-27T00:00:00,-1,2013.0227,201311222660,APARTMENTS,,RENOVATE (E) OFFICE BLDG & DENTAL SCHOOL INTO 66-DWELLING UNITS. ADDITIONALLY PROPOSED PROJ WOULD CO,76,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,GCABRERO,,,,PERMIT TRACKING,D2,,Marina,Pacific Heights,RM-1,"RESIDENTIAL- MIXED, LOW DENSITY",160-F,"{'latitude': '37.790296049', 'longitude': '-122.432771983', 'needs_recoding': False}"
Mixres,APN 3719010,181 FREMONT ST,,CONSTRUCTION,2015-06-22T00:00:00,-1,2007.0456,201305015894,,"66-story office mixed-use high-rise project, 796,933 total gsf, 878-ft, with class A office space (floors 2-44), 140 units residential (floors 47-65), with sky lobby, and auto lift-accessed 241-space 4-level underground parking;  requiring demolition of","TO ERECT 54 STORIES, 5 BASEMENT, 74 RESIDENTIAL WITH COMMERCIAL, PARKING BUILDING.
",74,74,0,0,530316,492866,0,0,0,0,530316,492866,0,0,0,0,0,0,2007-05-15T00:00:00,SJONES,Daniel Kingsley,Daniel Kingsley,415.421.8200,CASE TRACKING,D6,Transbay; Transit Center District; Downtown,Downtown,Financial District,C-3-O(SD),DOWNTOWN- OFFICE (SPECIAL DEVELOPMENT),700-S-2,"{'latitude': '37.7896424402', 'longitude': '-122.395220788', 'needs_recoding': False}"
Resident,APN 3789972,72 TOWNSEND ST,,CONSTRUCTION,2015-07-21T00:00:00,-1,2007.0894,200705010136,RETAIL SALES,76 new construction / mixed,"7 STORY ADDITION TO EXISTING 2 STORY COMMERCIAL WAREHOUSE, HIGH RISE BUILDING. ADDITION OF RETAIL, PARKING & 74 RESIDENTIAL UNITS.",74,74,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,DSANCHEZ,,,,PERMIT TRACKING,D6,East SoMa (EN),South of Market,South of Market,SB-DTR,SOUTH BEACH DOWNTOWN RESIDENTIAL,105-F,"{'latitude': '37.78138809', 'longitude': '-122.390352594', 'needs_recoding': False}"
Resident,APN 3733020A,854 FOLSOM ST,,BP ISSUED,2010-06-14T00:00:00,-1,,200909146733,1 FAMILY DWELLING,,"Add one single story vertical addition of 1,650 sqft above the roof of the existinG 2- story office",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D6,Central SoMa; Western SoMa (EN); South of Market,South of Market,South of Market,WMUG,WSOMA MIXED USE-GENERAL,55-X,"{'latitude': '37.7812806826', 'longitude': '-122.402697842', 'needs_recoding': False}"
Resident,APN 1198004,417 LYON ST,,BP ISSUED,2009-03-17T00:00:00,-1,,200804250691,2 FAMILY DWELLING,,"PROJECT INCREASES TOTAL IN BLDG TO 2 UNITS. NEW GARAGE & ONE BEDRM, BATH UNIT IN (E) BASEMENT. THE F",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D5,,Western Addition,Haight Ashbury,RH-3,"RESIDENTIAL- HOUSE, THREE FAMILY",40-X,"{'latitude': '37.7749254293', 'longitude': '-122.443190264', 'needs_recoding': False}"
Resident,APN 6168013,67 BISHOP ST,,BP ISSUED,2009-12-31T00:00:00,-1,,200611036809,1 FAMILY DWELLING,,ERECT 3 STORIES 1 DWELLING UNIT BLDG.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D10,,South Central,Visitacion Valley,RH-1,"RESIDENTIAL- HOUSE, ONE FAMILY",40-X,"{'latitude': '37.7180097077', 'longitude': '-122.404207609', 'needs_recoding': False}"
Resident,APN 1706045,4335 LINCOLN WY,,PL FILED,2011-05-06T00:00:00,0,2011.047,201008279734,2 FAMILY DWELLING,Vertical and horizontal addition to existing SFD to be converted to 2-unit building.,COMPLY WITH NOV# 200678848 / O.A# 102906A. LEGALIZE FRONT & REAR HORIZONTAL ADDITION & CONVERT (E) G,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-05-06T00:00:00,,,,,PERMIT TRACKING,D4,,Outer Sunset,Outer Sunset,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,"{'latitude': '37.7639714601', 'longitude': '-122.504652589', 'needs_recoding': False}"
Resident,APN 2805036,4267 23RD ST,,BP FILED,2011-07-11T00:00:00,0,,201107119929,2 FAMILY DWELLING,,"VERTICAL & HORIZONTAL EXTENSION OF A TWO SROTY SINGLE FAMILY BUILDING TO BECOME THREE STORY, TWO UNI",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D8,,Central,Noe Valley,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,"{'latitude': '37.7524250286', 'longitude': '-122.437938352', 'needs_recoding': False}"
Resident,APN 0297009,693 SUTTER ST,,CONSTRUCTION,2013-01-03T00:00:00,-1,,200912243842,APARTMENTS,,"Revision to previous approved permits, 2008/0429/0902, 2007/1224/1222, 2005/0824/1157, 2004/0917/449",17,1,0,0,0,-12178,0,0,0,0,0,-12178,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D3,Downtown,Downtown,Downtown/Civic Center,C-3-G,DOWNTOWN- GENERAL,80-130-F,"{'latitude': '37.7886288233', 'longitude': '-122.411648797', 'needs_recoding': False}"
Resident,APN 5312049,1710 OAKDALE AV,,BP FILED,2010-04-26T00:00:00,0,,201004261017,2 FAMILY DWELLING,,"ADD ONE UNIT TO (E) SINGLE FAMILY BUILDING. Replace front door and steps, replace rolling up garage",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D10,Bayview Hunters Point,South Bayshore,Bayview,C-2,COMMUNITY BUSINESS,40-X,"{'latitude': '37.7360344375', 'longitude': '-122.392331796', 'needs_recoding': False}"
Resident,APN 5525018,98 NORWICH ST,,BP FILED,2008-05-05T00:00:00,-1,2007.1168,200805051348,1 FAMILY DWELLING,Variance for parking requirement and proposed structure in rear yard.,ERECT A NEW 3 STORY RESIDENTIAL UNITS WITH GARAGE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007-10-11T00:00:00,,,,,PERMIT TRACKING,D9,,Bernal Heights,Bernal Heights,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,"{'latitude': '37.7451618262', 'longitude': '-122.412106279', 'needs_recoding': False}"
Resident,APN 5524045,3301 FOLSOM ST,,BP FILED,2008-03-06T00:00:00,0,,200803066478,2 FAMILY DWELLING,,ADD ONE ADDITIONAL UNIT ON 1ST FLOOR AND BASEMENT. NO EXTERIOR EXPANSION,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D9,,Bernal Heights,Bernal Heights,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,"{'latitude': '37.7450399146', 'longitude': '-122.413025012', 'needs_recoding': False}"
Resident,APN 5476014,3595 KEITH ST,,CONSTRUCTION,2015-06-05T00:00:00,-1,2005.1054,200611308862,APARTMENTS,"Construction of 6 residential units on 4 floors of 40-foot high,  5721 sf building to be constructed on vacant lot.
====
Zoning: RM-1
To construct on this vacant triangular-shaped lot a new three-story-over-garage, six-unit building for seniors with t",ERECT 3 STORIES 1 SINGLE FAMILY BUILDING.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006-06-22T00:00:00,,,,,PERMIT TRACKING,D10,Bayview Hunters Point,South Bayshore,Bayview,RM-1,"RESIDENTIAL- MIXED, LOW DENSITY",40-X,"{'latitude': '37.7182552935', 'longitude': '-122.398340088', 'needs_recoding': False}"
Resident,APN 2700012,4546 19TH ST,,CONSTRUCTION,2014-11-14T00:00:00,-1,2012.0818,201206253387,2 FAMILY DWELLING,"Remodel with horizontal and vertical additions; mold abatement and add one dwelling unit.
Discretionary Review request per P.C. Sec. 317.",HORIZONTAL & VERTICAL ADDITIONS. ADD 2ND UNIT. ADD ROOF DECK. RENOVATION AND STRUCTURAL UPGRADE.,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-01-25T00:00:00,,,,,PERMIT TRACKING,D8,,Central,Castro/Upper Market,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,"{'latitude': '37.7592279315', 'longitude': '-122.440054554', 'needs_recoding': False}"
Resident,APN 4013007,526 UTAH ST,,BP ISSUED,2013-11-19T00:00:00,-1,,201205220992,2 FAMILY DWELLING,,"REAR YARD ADDITION, DORMER ADDITION W/ BATH & CLOSET FLOOR 3. EXTERIOR STAIRCASE FROM FLOOR 3 TO REAR YARD. NEW KITCHEN, BATH, DECK FLOOR 2. (N) 2ND UNIT ON BOTTOM 2 FLOORS W/ KITCHEN, 2 BATHS, & 2 BEDROOMS.",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D10,Showplace Square/Potrero Hill (EN),Mission,Mission,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,"{'latitude': '37.7626818843', 'longitude': '-122.406562635', 'needs_recoding': False}"
Resident,APN 6566027,1411 CHURCH ST,,BP FILED,2012-06-04T00:00:00,0,,201206041789,2 FAMILY DWELLING,,ADD NEW DWELLING UNIT AT GROUND FLOOR. INTERIOR REMODEL AT 2ND FLOOR REAR. ADD NEW BATH & RECONFIGUR,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,PERMIT TRACKING,D8,,Central,Noe Valley,RH-2,"RESIDENTIAL- HOUSE, TWO FAMILY",40-X,"{'latitude': '37.748255241', 'longitude': '-122.426789702', 'needs_recoding': False}"
